EMP_NO,SIGLE,Essence_latin,DHP,Longitude,Latitude
240441,TICO,Tilia cordata,8,-73.542998,45.458351
240442,TICO,Tilia cordata,32,-73.543245,45.458593
240443,TICO,Tilia cordata,23,-73.543462,45.458775
240444,TICO,Tilia cordata,25,-73.543586,45.458834
240445,TICO,Tilia cordata,30,-73.543653,45.458887
240446,TICO,Tilia cordata,26,-73.543882,45.459083
240447,TICO,Tilia cordata,32,-73.544018,45.45921
240450,FRPE,Fraxinus pennsylvanica,32,-73.543594,45.458479
240453,TICO,Tilia cordata,18,-73.544507,45.45961
240454,TICO,Tilia cordata,20,-73.544827,45.459848
240455,TICO,Tilia cordata,23,-73.544883,45.459901
240456,TICO,Tilia cordata,19,-73.545139,45.460116
240457,TICO,Tilia cordata,25,-73.545203,45.460179
240463,CEOC,Celtis occidentalis,19,-73.54466,45.459517
240465,COCO,Corylus colurna,5,-73.545419,45.460081
240466,GLTR,Gleditsia triacanthos,5,-73.545393,45.460028
240467,CEOC,Celtis occidentalis,12,-73.545217,45.459951
240470,CEOC,Celtis occidentalis,20,-73.544755,45.459586
240472,TICO,Tilia cordata,25,-73.544572,45.459666
240473,TICO,Tilia cordata,25,-73.544641,45.459717
240474,TICO,Tilia cordata,24,-73.544994,45.459992
240475,TICO,Tilia cordata,21,-73.545065,45.460056
240476,TICO,Tilia cordata,24,-73.545275,45.460244
240477,FRPE,Fraxinus pennsylvanica,12,-73.545337,45.459812
240480,TIAMFA,Tilia americana 'Fastigiata',5,-73.54556,45.460185
240481,GYDI,Gymnocladus dioicus,4,-73.545503,45.460116
240482,CTSP,Catalpa speciosa,6,-73.545314,45.46
240484,CEOC,Celtis occidentalis,23,-73.545047,45.459826
240485,GLTR,Gleditsia triacanthos,5,-73.544992,45.45977
240486,CEOC,Celtis occidentalis,16,-73.544672,45.459555
240492,CEOC,Celtis occidentalis,14,-73.545474,45.454849
240495,TICO,Tilia cordata,19,-73.547847,45.452481
240496,TICO,Tilia cordata,22,-73.547779,45.452529
240497,TICO,Tilia cordata,18,-73.547494,45.4527
240498,TICO,Tilia cordata,27,-73.547424,45.45273
240499,TICO,Tilia cordata,22,-73.547244,45.452958
240500,TICO,Tilia cordata,24,-73.547138,45.453029
240501,TICO,Tilia cordata,26,-73.546986,45.453216
240502,ULXXNH,Ulmus x New Horizon,7,-73.543526,45.456131
240503,TIAMLI,Tilia a. Lincoln,5,-73.543624,45.456073
240504,CEOC,Celtis occidentalis,25,-73.543715,45.455972
240505,CEOC,Celtis occidentalis,21,-73.543812,45.455874
240511,CEOC,Celtis occidentalis,13,-73.545457,45.454682
240513,FRPE,Fraxinus pennsylvanica,16,-73.547401,45.453018
240514,CEOC,Celtis occidentalis,18,-73.547546,45.452875
240515,ULXXNH,Ulmus x New Horizon,5,-73.547889,45.452623
240516,FRPE,Fraxinus pennsylvanica,15,-73.547879,45.452675
240518,GLTR,Gleditsia triacanthos,6,-73.543119,45.458101
240519,FRPE,Fraxinus pennsylvanica,24,-73.543035,45.458039
240520,FRPE,Fraxinus pennsylvanica,6,-73.542997,45.457856
240521,PYCACH,Pyrus calleryana 'Glen's Form (Chantecleer),6,-73.54292,45.457791
240525,MA,Malus,5,-73.542827,45.45754
240527,GLTR,Gleditsia triacanthos,6,-73.542843,45.456963
240529,ULAMNH,Ulmus americana 'New Harmony',10,-73.542953,45.45672
240530,ULAMNH,Ulmus americana 'New Harmony',9,-73.543028,45.456691
240534,QURU,Quercus rubra,23,-73.543354,45.455799
240535,MA,Malus,8,-73.543421,45.455955
240536,MA,Malus,16,-73.543369,45.456
240537,MA,Malus,9,-73.543267,45.456053
240538,MA,Malus,25,-73.543228,45.456112
240540,MA,Malus,27,-73.543092,45.456252
240541,MA,Malus,18,-73.542999,45.45629
240542,ACPL,Acer platanoides,8,-73.543009,45.456317
240547,ACRU,Acer rubrum,22,-73.548009,45.452774
240548,ACRU,Acer rubrum,21,-73.54807,45.452736
240549,TICO,Tilia cordata,26,-73.547962,45.452436
240550,TICO,Tilia cordata,21,-73.5477,45.452586
240551,TICO,Tilia cordata,21,-73.547593,45.452613
240552,TICO,Tilia cordata,27,-73.547337,45.452852
240553,TICO,Tilia cordata,31,-73.547292,45.452907
240554,TICO,Tilia cordata,28,-73.547044,45.45312
240555,TICO,Tilia cordata,26,-73.547,45.453168
240556,CEOC,Celtis occidentalis,19,-73.544035,45.455708
240558,CEOC,Celtis occidentalis,13,-73.544691,45.455279
240559,CEOC,Celtis occidentalis,13,-73.544804,45.455203
240561,CEOC,Celtis occidentalis,12,-73.545361,45.454751
240563,TICOGL,Tilia cordata 'Glenleven',5,-73.547251,45.45317
240564,QUBI,Quercus bicolor,8,-73.547324,45.453099
240565,CEOC,Celtis occidentalis,19,-73.547594,45.45279
240566,FRPE,Fraxinus pennsylvanica,18,-73.547686,45.452761
240567,FRPE,Fraxinus pennsylvanica,13,-73.547977,45.45263
240568,ACFRAB,Acer x freemanii 'Autumn Blaze',5,-73.547979,45.452577
240569,FRPE,Fraxinus pennsylvanica,35,-73.543129,45.458172
240570,FRPE,Fraxinus pennsylvanica,30,-73.543051,45.457963
240571,FRPE,Fraxinus pennsylvanica,9,-73.542961,45.4579
240572,FRPE,Fraxinus pennsylvanica,46,-73.542935,45.457705
240575,MA,Malus,5,-73.542887,45.457565
240577,MA,Malus,30,-73.54288,45.457193
240578,ULAMNH,Ulmus americana 'New Harmony',8,-73.542881,45.457084
240579,ULAMNH,Ulmus americana 'New Harmony',8,-73.5429,45.456989
240581,GLTR,Gleditsia triacanthos,6,-73.542983,45.456784
240582,ULAMNH,Ulmus americana 'New Harmony',8,-73.54302,45.45663
240583,MA,Malus,6,-73.543211,45.456452
240585,ACRU,Acer rubrum,6,-73.543409,45.45621
240587,MA,Malus,16,-73.543549,45.455844
240589,MA,Malus,34,-73.543478,45.455866
240590,MA,Malus,30,-73.543413,45.455864
240591,MA,Malus,18,-73.543322,45.456032
240592,MA,Malus,30.5,-73.542977,45.456341
240593,QURU,Quercus rubra,24,-73.542953,45.456281
241160,CEOC,Celtis occidentalis,14,-73.5459,45.4669
241161,ACRU,Acer rubrum,16,-73.545864,45.466914
241162,CEOC,Celtis occidentalis,15,-73.545917,45.466873
241163,BEPE,Betula pendula,5,-73.545941,45.466828
241164,BEPE,Betula pendula,6,-73.545888,45.466851
241165,CEOC,Celtis occidentalis,13,-73.545797,45.466844
241166,FRPE,Fraxinus pennsylvanica,20,-73.54584,45.46682
241167,FRPE,Fraxinus pennsylvanica,15,-73.545754,45.466786
241168,FRPE,Fraxinus pennsylvanica,18,-73.545743,45.466752
241169,QUMA,Quercus macrocarpa,14,-73.545743,45.466723
241170,QUMA,Quercus macrocarpa,17,-73.545706,45.46677
241171,FRPE,Fraxinus pennsylvanica,14,-73.54574,45.466659
241172,QUMA,Quercus macrocarpa,15,-73.545675,45.466679
241173,QUMA,Quercus macrocarpa,16,-73.545679,45.466639
241174,ACPL,Acer platanoides,19,-73.54572,45.466635
241175,QUMA,Quercus macrocarpa,15,-73.545654,45.46659
241176,GIBI,Ginkgo biloba,6,-73.545643,45.466565
241177,ACRU,Acer rubrum,12,-73.545577,45.466558
241178,ACRU,Acer rubrum,8,-73.545521,45.466572
241179,TICO,Tilia cordata,18,-73.545617,45.466527
241180,ACRU,Acer rubrum,5,-73.545534,45.466558
241181,TICO,Tilia cordata,19,-73.545553,45.466495
241182,TICO,Tilia cordata,18,-73.545569,45.466458
241183,FRPE,Fraxinus pennsylvanica,19,-73.545449,45.46648
241184,ACSA,Acer saccharinum,18,-73.545524,45.466422
241185,CEOC,Celtis occidentalis,7,-73.546245,45.4674
241186,FRPE,Fraxinus pennsylvanica,19,-73.546281,45.467382
241187,BEAL,Betula alleghaniensis,6,-73.546316,45.467368
241188,ACPL,Acer platanoides,16,-73.546296,45.467326
241189,FRPE,Fraxinus pennsylvanica,14,-73.546234,45.46734
241190,CEOC,Celtis occidentalis,12,-73.546195,45.467379
241192,ACSC,Acer saccharum,11,-73.546192,45.467277
241193,QUMA,Quercus macrocarpa,8,-73.546138,45.467284
241194,FRPE,Fraxinus pennsylvanica,10,-73.546121,45.467251
241195,FRPE,Fraxinus pennsylvanica,13,-73.546147,45.467207
241196,FRPE,Fraxinus pennsylvanica,9,-73.546092,45.467199
241197,FRPE,Fraxinus pennsylvanica,14,-73.546115,45.467176
241198,FRPE,Fraxinus pennsylvanica,10,-73.546089,45.467165
241199,TICO,Tilia cordata,11,-73.546044,45.467141
241200,ACPL,Acer platanoides,11,-73.546062,45.467121
241201,ACRU,Acer rubrum,6,-73.546015,45.467114
241202,FRPE,Fraxinus pennsylvanica,13.7,-73.546045,45.467055
241203,FRPE,Fraxinus pennsylvanica,13.3,-73.546042,45.467027
241204,ACSA,Acer saccharinum,24.8,-73.546107,45.466981
241205,ACRU,Acer rubrum,16.3,-73.545972,45.467033
241206,CEOC,Celtis occidentalis,6,-73.546068,45.466935
241207,CEOC,Celtis occidentalis,16,-73.545938,45.466966
241208,ACSA,Acer saccharinum,20,-73.54602,45.466879
241209,FRPE,Fraxinus pennsylvanica,7,-73.545938,45.466897
241210,PIPU,Picea pungens,12,-73.545847,45.467639
241211,PIGL,Picea glauca,11,-73.545852,45.467659
241212,PIGL,Picea glauca,11,-73.545841,45.467688
241213,PIGL,Picea glauca,11,-73.545842,45.467713
241214,PIGL,Picea glauca,11,-73.545806,45.46771
241215,PIGL,Picea glauca,15,-73.545743,45.467766
241216,FAGR,Fagus grandifolia,10,-73.545707,45.467806
241217,ACRU,Acer rubrum,5,-73.54633,45.467516
241218,BEAL,Betula alleghaniensis,10.4,-73.546318,45.467421
241219,TICO,Tilia cordata,14,-73.546249,45.467423
241220,PIPU,Picea pungens,12,-73.544994,45.466454
241222,PODE,Populus deltoides,65.1,-73.544919,45.46651
241223,PIPU,Picea pungens,9,-73.54504,45.46648
241224,ACPL,Acer platanoides,21,-73.54506,45.466515
241225,ACPL,Acer platanoides,27,-73.545105,45.466588
241226,PIPU,Picea pungens,13,-73.545151,45.466638
241227,ACPL,Acer platanoides,20,-73.545174,45.466673
241229,FRAM,Fraxinus americana,12,-73.544991,45.466591
241231,JUNI,Juglans nigra,5,-73.545409,45.466962
241233,PIPU,Picea pungens,11,-73.545431,45.467144
241234,PIPU,Picea pungens,11,-73.545465,45.467178
241235,FRPE,Fraxinus pennsylvanica,9,-73.545539,45.467155
241236,FRPE,Fraxinus pennsylvanica,10,-73.545585,45.467207
241237,FRPE,Fraxinus pennsylvanica,10,-73.545698,45.467317
241238,FRPE,Fraxinus pennsylvanica,9,-73.545704,45.467363
241240,FRPE,Fraxinus pennsylvanica,10,-73.545767,45.4674
241241,FRPE,Fraxinus pennsylvanica,13,-73.545798,45.467484
241242,FRPE,Fraxinus pennsylvanica,13,-73.545862,45.467506
241243,FRPE,Fraxinus pennsylvanica,9,-73.545894,45.467552
241244,FRPE,Fraxinus pennsylvanica,36,-73.54583,45.467602
241245,PIGL,Picea glauca,3,-73.544664,45.466275
241247,PIGL,Picea glauca,3,-73.544646,45.466323
241248,PIPU,Picea pungens,16,-73.544657,45.466348
241249,PIPU,Picea pungens,20,-73.544686,45.466366
241250,PIPU,Picea pungens,5,-73.544607,45.466426
241251,PIPU,Picea pungens,10,-73.544606,45.466445
241252,PIPU,Picea pungens,16,-73.544648,45.466523
241253,PIPU,Picea pungens,15,-73.544622,45.466535
241254,PIPU,Picea pungens,5,-73.544579,45.466581
241255,PIPU,Picea pungens,14,-73.544566,45.466651
241256,PIPU,Picea pungens,13,-73.544634,45.466651
241257,PIPU,Picea pungens,4,-73.544615,45.466667
241258,PIPU,Picea pungens,3,-73.544626,45.466713
241259,PIPU,Picea pungens,3,-73.544599,45.466723
241260,ACPL,Acer platanoides,11,-73.544593,45.46682
241261,ACPL,Acer platanoides,11,-73.54458,45.466856
241262,ACRU,Acer rubrum,4,-73.544535,45.467046
241263,ACPL,Acer platanoides,14,-73.544705,45.466621
241264,PIPU,Picea pungens,12,-73.54474,45.466504
241265,PIPU,Picea pungens,12,-73.5448,45.466487
241266,ACPL,Acer platanoides,18,-73.544754,45.466356
241267,ACPL,Acer platanoides,19,-73.544799,45.466234
241268,PIPU,Picea pungens,11,-73.544927,45.466388
241269,PIPU,Picea pungens,12,-73.544988,45.466411
241272,PIPU,Picea pungens,3,-73.544614,45.466166
241274,PIPU,Picea pungens,3,-73.544597,45.466211
241275,PIPU,Picea pungens,16,-73.544639,45.466229
241276,FRPE,Fraxinus pennsylvanica,8.5,-73.545483,45.466427
241277,ACRU,Acer rubrum,18.3,-73.545449,45.466422
241278,ACPL,Acer platanoides,10,-73.545544,45.466371
241279,FRPE,Fraxinus pennsylvanica,9,-73.545511,45.466368
241280,ACSA,Acer saccharinum,18,-73.545472,45.466398
241281,CEOC,Celtis occidentalis,9,-73.545488,45.466365
241282,CEOC,Celtis occidentalis,10,-73.545432,45.466339
241283,CEOC,Celtis occidentalis,16,-73.545442,45.466318
241284,FRPE,Fraxinus pennsylvanica,13,-73.545434,45.466299
241285,FRPE,Fraxinus pennsylvanica,12,-73.545388,45.466299
241286,ACPL,Acer platanoides,14,-73.545398,45.466263
241287,ACRU,Acer rubrum,18,-73.545266,45.466319
241288,QURU,Quercus rubra,18,-73.545289,45.46625
241289,ACPL,Acer platanoides,13,-73.545389,45.466208
241290,FRPE,Fraxinus pennsylvanica,16,-73.545246,45.466218
241291,CEOC,Celtis occidentalis,9,-73.54531,45.466174
241292,CEOC,Celtis occidentalis,18,-73.545275,45.46616
241293,CEOC,Celtis occidentalis,15,-73.545204,45.466122
241294,ACRU,Acer rubrum,6,-73.545269,45.46613
241295,PNST,Pinus strobus,6.4,-73.545271,45.466098
241296,ACPL,Acer platanoides,16,-73.545305,45.466061
241297,PNRE,Pinus resinosa,13,-73.545131,45.466136
241298,PNRE,Pinus resinosa,17,-73.545128,45.466099
241299,FRPE,Fraxinus pennsylvanica,18,-73.545079,45.466073
241300,TICO,Tilia cordata,12,-73.545037,45.465994
241301,QURU,Quercus rubra,20,-73.545211,45.466009
241302,ACNE,Acer negundo,15,-73.545171,45.465982
241303,FRPE,Fraxinus pennsylvanica,13,-73.545133,45.465988
241304,BEAL,Betula alleghaniensis,8,-73.545074,45.465974
241305,BEAL,Betula alleghaniensis,10,-73.545033,45.46595
241306,QUMA,Quercus macrocarpa,9,-73.545085,45.46596
241307,TICO,Tilia cordata,15,-73.545225,45.465961
241308,FRPE,Fraxinus pennsylvanica,11,-73.545255,45.465948
241309,JUCI,Juglans cinerea,5,-73.54528,45.465887
241310,QUMA,Quercus macrocarpa,10,-73.545154,45.465919
241311,FRPE,Fraxinus pennsylvanica,13,-73.545119,45.465925
241312,PNRE,Pinus resinosa,16,-73.545091,45.465926
241313,TICO,Tilia cordata,15,-73.545223,45.465878
241314,FRPE,Fraxinus pennsylvanica,6,-73.545185,45.465846
241315,QURU,Quercus rubra,12,-73.545086,45.465824
241316,TICO,Tilia cordata,15,-73.545147,45.465805
241317,PODE,Populus deltoides,55,-73.545329,45.465798
241318,PODE,Populus deltoides,38,-73.545333,45.465792
241319,QURU,Quercus rubra,17,-73.545108,45.465782
241320,QURU,Quercus rubra,15,-73.545083,45.465753
241321,JUCI,Juglans cinerea,4,-73.545175,45.465735
241322,ACRU,Acer rubrum,8,-73.545258,45.465741
241323,ACRU,Acer rubrum,13,-73.545866,45.466873
241324,ACRU,Acer rubrum,13,-73.545824,45.466878
241325,CEOC,Celtis occidentalis,14,-73.545802,45.466821
241326,ACPL,Acer platanoides,15,-73.545836,45.466759
241327,FRPE,Fraxinus pennsylvanica,13,-73.545787,45.466725
241328,ACPL,Acer platanoides,15,-73.545801,45.466692
241329,QUMA,Quercus macrocarpa,15,-73.545679,45.466725
241330,QUMA,Quercus macrocarpa,14,-73.545717,45.466688
241331,QUMA,Quercus macrocarpa,15,-73.545617,45.466667
241332,FRPE,Fraxinus pennsylvanica,5,-73.54565,45.466648
241333,ACSC,Acer saccharum,7,-73.545574,45.466658
241334,TICO,Tilia cordata,12,-73.545616,45.466638
241335,ACRU,Acer rubrum,14,-73.545627,45.466597
241336,ACRU,Acer rubrum,14,-73.545561,45.466591
241337,GIBI,Ginkgo biloba,8,-73.545614,45.466563
241338,ACPL,Acer platanoides,15,-73.545647,45.466527
241339,ACPL,Acer platanoides,11,-73.545501,45.466542
241340,ACPL,Acer platanoides,10,-73.545524,45.466526
241341,FRPE,Fraxinus pennsylvanica,13,-73.545514,45.466493
241342,FRPE,Fraxinus pennsylvanica,15,-73.545482,45.466516
241343,BEAL,Betula alleghaniensis,2,-73.5462,45.467337
241344,BEAL,Betula alleghaniensis,2,-73.54622,45.467365
241345,QUMA,Quercus macrocarpa,11,-73.546221,45.467293
241346,ACPL,Acer platanoides,12,-73.546222,45.467257
241347,FRPE,Fraxinus pennsylvanica,9,-73.546149,45.467265
241348,CEOC,Celtis occidentalis,10,-73.546187,45.467252
241349,CEOC,Celtis occidentalis,10,-73.546157,45.467188
241350,CEOC,Celtis occidentalis,10,-73.546123,45.467228
241351,ACPL,Acer platanoides,12,-73.546152,45.467163
241352,CEOC,Celtis occidentalis,14,-73.546073,45.467166
241353,CEOC,Celtis occidentalis,12,-73.546071,45.467127
241354,CEOC,Celtis occidentalis,9,-73.54611,45.467132
241355,ACSC,Acer saccharum,12.8,-73.546109,45.467102
241356,ACSA,Acer saccharinum,26,-73.546098,45.467059
241357,ULAM,Ulmus americana,4,-73.546113,45.466993
241358,ACRU,Acer rubrum,5,-73.546065,45.46698
241359,ACSA,Acer saccharinum,17,-73.545992,45.466997
241360,ACSA,Acer saccharinum,21.6,-73.546059,45.466963
241361,TICO,Tilia cordata,16,-73.545871,45.466938
241362,TICO,Tilia cordata,16,-73.545928,45.466922
241363,TICO,Tilia cordata,15,-73.545796,45.467692
241364,PIGL,Picea glauca,12,-73.545771,45.467735
241365,PIGL,Picea glauca,14,-73.545646,45.467822
241366,ACRU,Acer rubrum,12.8,-73.546327,45.467555
241367,BEAL,Betula alleghaniensis,5,-73.54637,45.46755
241368,PIPU,Picea pungens,11,-73.545023,45.466559
241369,PIPU,Picea pungens,10,-73.54509,45.466562
241370,PIPU,Picea pungens,10,-73.545107,45.466651
241371,PIPU,Picea pungens,11,-73.545115,45.466675
241372,FRAM,Fraxinus americana,12,-73.545129,45.466733
241373,FRAM,Fraxinus americana,11,-73.545064,45.466665
241374,ACPL,Acer platanoides,27,-73.545301,45.466907
241375,PIPU,Picea pungens,12,-73.545342,45.466985
241376,FRPE,Fraxinus pennsylvanica,10,-73.545474,45.467072
241377,PIPU,Picea pungens,17,-73.545426,45.467099
241378,PIPU,Picea pungens,16,-73.54553,45.467222
241379,FRPE,Fraxinus pennsylvanica,9,-73.545529,45.467117
241380,FRPE,Fraxinus pennsylvanica,9,-73.545619,45.467239
241382,PIGL,Picea glauca,15,-73.54562,45.46739
241383,PIGL,Picea glauca,15,-73.545655,45.46741
241384,FRPE,Fraxinus pennsylvanica,7,-73.545812,45.467414
241385,FRPE,Fraxinus pennsylvanica,9,-73.545826,45.467458
241386,FRPE,Fraxinus pennsylvanica,9,-73.545889,45.467482
241387,FRPE,Fraxinus pennsylvanica,9,-73.545928,45.467524
241388,PIPU,Picea pungens,13,-73.544643,45.466374
241389,PIPU,Picea pungens,10,-73.544642,45.466404
241390,PIPU,Picea pungens,15,-73.544634,45.466439
241391,PIGL,Picea glauca,5,-73.544643,45.466477
241392,PIPU,Picea pungens,14,-73.54465,45.466551
241393,PIPU,Picea pungens,7,-73.544604,45.46658
241394,PIPU,Picea pungens,7,-73.544537,45.466667
241395,PIPU,Picea pungens,3,-73.544538,45.466666
241396,PIPU,Picea pungens,3,-73.54464,45.466682
241397,PIPU,Picea pungens,3,-73.544607,45.466689
241398,ACPL,Acer platanoides,11,-73.544602,45.466755
241399,ACPL,Acer platanoides,11,-73.544598,45.466786
241400,ACPL,Acer platanoides,12,-73.544568,45.466907
241401,ACPL,Acer platanoides,12,-73.544552,45.466971
241402,ACPL,Acer platanoides,19,-73.544707,45.466599
241403,ACPL,Acer platanoides,22,-73.544719,45.466564
241404,PIPU,Picea pungens,11,-73.544794,45.466439
241405,ACPL,Acer platanoides,22,-73.544739,45.466406
241406,JUNI,Juglans nigra,5,-73.544817,45.466329
241407,ACPL,Acer platanoides,14,-73.544878,45.466376
241408,FRPE,Fraxinus pennsylvanica,9,-73.544543,45.465961
241409,TICOGL,Tilia cordata 'Glenleven',5,-73.544549,45.466114
241410,PODE,Populus deltoides,65,-73.54445,45.466208
241411,PIPU,Picea pungens,3,-73.544603,45.466194
241412,PIPU,Picea pungens,3,-73.544632,45.466185
241413,PIPU,Picea pungens,20,-73.544668,45.466227
241414,PIPU,Picea pungens,20,-73.54468,45.466257
241415,CEOC,Celtis occidentalis,9,-73.545402,45.466356
241416,ACSA,Acer saccharinum,26.6,-73.54547,45.466335
241417,FRPE,Fraxinus pennsylvanica,17,-73.545366,45.466347
241418,CEOC,Celtis occidentalis,13,-73.545388,45.466337
241419,ACPL,Acer platanoides,14,-73.545485,45.4663
241420,FRPE,Fraxinus pennsylvanica,17,-73.545352,45.466308
241421,CEOC,Celtis occidentalis,20,-73.545349,45.466263
241422,ACRU,Acer rubrum,8,-73.545318,45.466278
241423,ACSA,Acer saccharinum,18,-73.545282,45.466215
241424,ACPL,Acer platanoides,18,-73.545324,45.466203
241425,ACPL,Acer platanoides,14,-73.545376,45.466153
241426,ACPL,Acer platanoides,7,-73.545345,45.466172
241427,FRPE,Fraxinus pennsylvanica,15,-73.545262,45.466172
241428,PIPU,Picea pungens,24,-73.545193,45.466172
241430,FRPE,Fraxinus pennsylvanica,15,-73.545314,45.466082
241431,QURU,Quercus rubra,18,-73.545242,45.466054
241432,ACNE,Acer negundo,18,-73.545225,45.466085
241433,PNRE,Pinus resinosa,18.7,-73.54519,45.466089
241434,ACNE,Acer negundo,14,-73.545181,45.466057
241435,CEOC,Celtis occidentalis,18,-73.545152,45.465949
241436,FRPE,Fraxinus pennsylvanica,15,-73.545198,45.46595
241437,CEOC,Celtis occidentalis,12,-73.545311,45.465946
241438,QURU,Quercus rubra,10,-73.545329,45.465877
241439,ACRU,Acer rubrum,5,-73.545252,45.465913
241440,FRPE,Fraxinus pennsylvanica,16,-73.545202,45.465905
241441,PNRE,Pinus resinosa,16,-73.5451,45.465896
241442,PNRE,Pinus resinosa,16,-73.545138,45.465878
241443,QUMA,Quercus macrocarpa,9,-73.545162,45.465879
241444,CEOC,Celtis occidentalis,16,-73.545173,45.46586
241445,PNRE,Pinus resinosa,22.6,-73.545097,45.465854
241446,CEOC,Celtis occidentalis,11,-73.545218,45.465805
241447,PODE,Populus deltoides,60,-73.545335,45.465805
241448,FRPE,Fraxinus pennsylvanica,5,-73.545227,45.465759
241449,FRPE,Fraxinus pennsylvanica,7,-73.545183,45.465771
241450,FRPE,Fraxinus pennsylvanica,17,-73.545106,45.465748
241451,JUCI,Juglans cinerea,4,-73.545152,45.465785
241453,ACPL,Acer platanoides,32,-73.546701,45.46765
241454,ACRU,Acer rubrum,11.4,-73.546682,45.467677
241455,MA,Malus,27,-73.546635,45.467626
241456,PIAB,Picea abies,23,-73.54663,45.467601
241457,FRPE,Fraxinus pennsylvanica,14,-73.546561,45.46765
241458,ACRU,Acer rubrum,7,-73.546535,45.467633
241459,ACRU,Acer rubrum,12,-73.546524,45.467608
241460,BEAL,Betula alleghaniensis,7,-73.54656,45.467609
241461,ACRU,Acer rubrum,12,-73.546474,45.467579
241462,BEAL,Betula alleghaniensis,5,-73.54649,45.4676
241463,CEOC,Celtis occidentalis,10,-73.546409,45.467577
241464,TICO,Tilia cordata,17,-73.546374,45.467571
241465,ACPL,Acer platanoides,21,-73.546365,45.467482
241466,FRPE,Fraxinus pennsylvanica,10,-73.546349,45.467471
241467,TICO,Tilia cordata,17,-73.546292,45.467523
241468,ACRU,Acer rubrum,15.7,-73.546661,45.46767
241469,QUMA,Quercus macrocarpa,10,-73.546606,45.467693
241470,BEAL,Betula alleghaniensis,5,-73.546606,45.46767
241471,PIAB,Picea abies,20,-73.546598,45.46761
241472,QUBI,Quercus bicolor,7,-73.546587,45.467636
241473,ACRU,Acer rubrum,12,-73.54651,45.467648
241474,BEAL,Betula alleghaniensis,5,-73.54651,45.467628
241475,PIAB,Picea abies,23,-73.546537,45.467569
241476,TICO,Tilia cordata,29,-73.546508,45.467562
241477,ACPL,Acer platanoides,22,-73.546474,45.467627
241478,FRPE,Fraxinus pennsylvanica,21,-73.546414,45.467614
241479,CEOC,Celtis occidentalis,12,-73.546407,45.467551
241480,QURU,Quercus rubra,13,-73.546435,45.467534
241481,ACRU,Acer rubrum,19.6,-73.54645,45.467511
241482,ACRU,Acer rubrum,14.9,-73.546356,45.467511
241483,QUMA,Quercus macrocarpa,9,-73.546306,45.467507
241488,ACPL,Acer platanoides,19,-73.546243,45.460447
241489,ACPL,Acer platanoides,19,-73.546174,45.460407
241490,ACPL,Acer platanoides,18,-73.546089,45.46035
241491,ACPL,Acer platanoides,18,-73.547482,45.460881
241492,ACPL,Acer platanoides,16,-73.547159,45.460825
241493,ACPL,Acer platanoides,14,-73.547085,45.460789
241494,ACPL,Acer platanoides,12,-73.546775,45.460667
241495,ACPL,Acer platanoides,12,-73.546694,45.460634
241496,ACPL,Acer platanoides,11,-73.546389,45.460525
241497,ACPL,Acer platanoides,16,-73.546321,45.460495
241500,ULAMNH,Ulmus americana 'New Harmony',6,-73.544279,45.45916
241501,GLTR,Gleditsia triacanthos,5,-73.544196,45.459107
241502,ACPL,Acer platanoides,31,-73.5441,45.45904
241503,CEOC,Celtis occidentalis,15,-73.543756,45.458823
241504,ACPL,Acer platanoides,24,-73.543648,45.458744
241505,ACSC,Acer saccharum,7,-73.543466,45.458609
241508,ACPLRR,Acer platanoides 'Royal Red',18,-73.546721,45.460835
241509,ACPLRR,Acer platanoides 'Royal Red',19,-73.546628,45.460815
241510,ACPLRR,Acer platanoides 'Royal Red',21,-73.546309,45.460679
241511,ACPL,Acer platanoides,20,-73.546231,45.460684
241512,ACPLRR,Acer platanoides 'Royal Red',25,-73.546034,45.460536
241513,ACPL,Acer platanoides,18,-73.547354,45.46087
241514,ACPL,Acer platanoides,14,-73.547255,45.460842
241515,ACPL,Acer platanoides,14,-73.547002,45.460756
241516,ACPL,Acer platanoides,14,-73.546918,45.460731
241517,ACPL,Acer platanoides,14,-73.546845,45.460712
241518,ACPL,Acer platanoides,15,-73.546611,45.460616
241519,ACPL,Acer platanoides,12,-73.546457,45.460554
241521,CEOC,Celtis occidentalis,19,-73.543931,45.45892
241522,CEOC,Celtis occidentalis,18,-73.543816,45.458863
241523,ACSC,Acer saccharum,8,-73.543605,45.458699
241524,GLTR,Gleditsia triacanthos,7,-73.543519,45.458668
241525,OSVI,Ostrya virginiana,4,-73.543374,45.458535
241527,ACPLRR,Acer platanoides 'Royal Red',21,-73.546906,45.460894
241528,ACPLRR,Acer platanoides 'Royal Red',22,-73.546808,45.460857
241529,ACPLRR,Acer platanoides 'Royal Red',21,-73.546451,45.460747
241530,ACPLRR,Acer platanoides 'Royal Red',20,-73.546375,45.460709
241531,ACPLRR,Acer platanoides 'Royal Red',21,-73.546193,45.460635
241532,ACPLRR,Acer platanoides 'Royal Red',23,-73.546119,45.460589
241534,MA,Malus,17,-73.546419,45.460973
241535,MA,Malus,6,-73.54636,45.461002
241536,MA,Malus,14,-73.546464,45.461027
241537,MA,Malus,14,-73.54646,45.46107
241538,PNNIAU,Pinus nigra 'Austriaca',25,-73.546517,45.461107
241539,PNNIAU,Pinus nigra 'Austriaca',25,-73.54654,45.461035
241540,PIPU,Picea pungens,24,-73.546644,45.461099
241541,PIPU,Picea pungens,25,-73.546667,45.461099
