EMP_NO,SIGLE,Essence_latin,DHP,Longitude,Latitude
54949,ACSA,Acer saccharinum,66,-73.579354,45.447345
54950,TICO,Tilia cordata,14,-73.591875,45.439084
54951,TICO,Tilia cordata,11,-73.591945,45.438991
54952,TICO,Tilia cordata,18,-73.591995,45.438898
54953,TICO,Tilia cordata,14,-73.592022,45.438854
54954,TICO,Tilia cordata,11,-73.592046,45.438823
54955,TICO,Tilia cordata,11,-73.592075,45.438783
54956,PNNIAU,Pinus nigra 'Austriaca',23,-73.577284,45.444055
54957,ACSA,Acer saccharinum,86,-73.577173,45.444015
54958,ACPLDE,Acer platanoides 'Deborah',45,-73.577071,45.443969
54959,PIPU,Picea pungens,27,-73.577107,45.443954
54960,PIPU,Picea pungens,26,-73.577223,45.443888
54961,ACSA,Acer saccharinum,66,-73.577315,45.443924
54962,ACPL,Acer platanoides,64,-73.577312,45.443875
54963,ACSA,Acer saccharinum,87,-73.577374,45.443654
54964,GLTR,Gleditsia triacanthos,14,-73.577329,45.443586
54965,PIPU,Picea pungens,21,-73.576969,45.443797
54966,BEPE,Betula pendula,39,-73.576909,45.443797
54967,MA,Malus,30,-73.576883,45.443886
54968,ACPL,Acer platanoides,34,-73.578732,45.447606
54969,ACPL,Acer platanoides,40,-73.578773,45.447578
54970,ACSA,Acer saccharinum,73,-73.578827,45.447541
54971,ACSA,Acer saccharinum,43,-73.578922,45.447575
54972,ACSA,Acer saccharinum,111,-73.578978,45.447624
54974,ACPL,Acer platanoides,34,-73.579106,45.447636
54975,ACSA,Acer saccharinum,48,-73.579178,45.447609
54976,ACGIRS,Acer ginnala 'Ruby Slippers',5,-73.579327,45.447664
54977,ACSA,Acer saccharinum,109,-73.579434,45.447677
54979,SYRE,Syringa reticulata,7,-73.579641,45.447682
54980,SYRE,Syringa reticulata,8,-73.579609,45.447656
54981,FRPE,Fraxinus pennsylvanica,22,-73.579216,45.447323
54982,ACSA,Acer saccharinum,87,-73.579109,45.44732
54984,ACPL,Acer platanoides,31,-73.578858,45.447235
54987,FRPE,Fraxinus pennsylvanica,34,-73.578752,45.447399
54989,PIPU,Picea pungens,26,-73.57877,45.447488
54990,PIPU,Picea pungens,24,-73.578952,45.4475
54991,PIPU,Picea pungens,29,-73.578978,45.447404
54992,ACSA,Acer saccharinum,80,-73.578963,45.447313
54993,BEPE,Betula pendula,13,-73.579003,45.447407
54995,FRPE,Fraxinus pennsylvanica,64.4,-73.583762,45.448454
54997,FRPE,Fraxinus pennsylvanica,71.4,-73.583798,45.448482
54998,FRPE,Fraxinus pennsylvanica,63,-73.584047,45.448521
55000,TICO,Tilia cordata,13,-73.584331,45.448501
55001,TICO,Tilia cordata,14,-73.584267,45.448488
55002,TICO,Tilia cordata,23,-73.584192,45.448465
55003,TICO,Tilia cordata,16,-73.584127,45.448457
55004,TICO,Tilia cordata,15,-73.583988,45.448438
55005,GLTR,Gleditsia triacanthos,16,-73.583905,45.44842
55006,TICO,Tilia cordata,27,-73.583918,45.448198
55007,GLTR,Gleditsia triacanthos,15,-73.583966,45.44822
55008,GLTR,Gleditsia triacanthos,12,-73.583958,45.44824
55009,SYRE,Syringa reticulata,9,-73.584141,45.448256
55010,SYRE,Syringa reticulata,11,-73.584163,45.448264
55011,SYRE,Syringa reticulata,10,-73.584197,45.448284
55012,SYRE,Syringa reticulata,10,-73.584214,45.448305
55013,ULPU,Ulmus pumila,67,-73.585645,45.44806
55014,ACNE,Acer negundo,25,-73.58586,45.447563
55015,TICO,Tilia cordata,13,-73.583918,45.448136
55016,TICO,Tilia cordata,33,-73.583951,45.448086
55112,FRPE,Fraxinus pennsylvanica,12,-73.592955,45.437222
55113,ACPL,Acer platanoides,12,-73.592953,45.437212
55114,ACPLCO,Acer platanoides 'Columnare',39,-73.590628,45.437832
55116,ACPLCO,Acer platanoides 'Columnare',39,-73.590451,45.437799
55117,ACPLCO,Acer platanoides 'Columnare',36,-73.590357,45.437797
55118,FRPE,Fraxinus pennsylvanica,17.7,-73.590922,45.438999
55119,FRPE,Fraxinus pennsylvanica,36.4,-73.59101,45.438881
55120,FRPE,Fraxinus pennsylvanica,31.8,-73.591122,45.438971
55121,ULPU,Ulmus pumila,34.2,-73.591263,45.439056
55122,FRPE,Fraxinus pennsylvanica,33,-73.59146,45.439052
55123,FRPE,Fraxinus pennsylvanica,35,-73.591608,45.439073
55124,PR,Prunus,12,-73.591638,45.439025
55125,PR,Prunus,11,-73.591688,45.43904
55126,PR,Prunus,11,-73.591689,45.43901
55127,FRPE,Fraxinus pennsylvanica,65,-73.591625,45.438958
55128,GLTR,Gleditsia triacanthos,14,-73.591832,45.438891
55129,GLTR,Gleditsia triacanthos,14,-73.591856,45.438864
55130,ACPL,Acer platanoides,23,-73.591797,45.438858
55131,RHCA,Rhamnus cathartica,13.9,-73.592958,45.437192
55132,ACPL,Acer platanoides,10,-73.592958,45.437218
55133,FRPE,Fraxinus pennsylvanica,15.8,-73.592993,45.437228
55134,ACPL,Acer platanoides,10,-73.592997,45.437233
55135,ACPL,Acer platanoides,12.2,-73.593005,45.437228
55136,ACPL,Acer platanoides,5,-73.593029,45.437226
55137,ACPL,Acer platanoides,3,-73.593036,45.437229
55138,ACPL,Acer platanoides,15.6,-73.59305,45.437236
55139,ACPL,Acer platanoides,19,-73.593079,45.437233
55140,ACNE,Acer negundo,14,-73.593098,45.43725
55141,ACNE,Acer negundo,13,-73.593108,45.437256
55142,ACPL,Acer platanoides,5,-73.59313,45.437222
55145,ACPL,Acer platanoides,6,-73.593174,45.43724
55146,ACPL,Acer platanoides,34.1,-73.593209,45.437233
55147,ACPL,Acer platanoides,60,-73.593235,45.437243
55148,PNNIAU,Pinus nigra 'Austriaca',17,-73.591879,45.43879
55149,PNNIAU,Pinus nigra 'Austriaca',15,-73.591876,45.438739
55150,PNNIAU,Pinus nigra 'Austriaca',10,-73.591892,45.438706
55151,FRPE,Fraxinus pennsylvanica,25,-73.591612,45.438674
55152,FRPE,Fraxinus pennsylvanica,38,-73.591595,45.438643
55154,ACNE,Acer negundo,18,-73.591635,45.438441
55156,ACPL,Acer platanoides,22,-73.591974,45.438624
55157,QUMA,Quercus macrocarpa,100,-73.592587,45.43794
55158,FRPE,Fraxinus pennsylvanica,7,-73.592743,45.437175
55159,ACNE,Acer negundo,8,-73.592911,45.437197
55160,RHCA,Rhamnus cathartica,11.7,-73.592917,45.437221
55161,RHCA,Rhamnus cathartica,9.3,-73.593305,45.437267
55162,ACNE,Acer negundo,15,-73.593336,45.43727
55163,ACPL,Acer platanoides,32.8,-73.593464,45.437294
55164,ACPL,Acer platanoides,6,-73.593497,45.437312
55165,ACPL,Acer platanoides,9,-73.593487,45.437303
55166,ACPL,Acer platanoides,9,-73.593513,45.437304
55167,ACPL,Acer platanoides,24.8,-73.593528,45.437297
55168,ACPL,Acer platanoides,9,-73.59359,45.437314
55169,ACPL,Acer platanoides,21,-73.593622,45.437315
55170,ACPL,Acer platanoides,6,-73.593631,45.437327
55171,ACPL,Acer platanoides,4,-73.593659,45.437316
55172,ACPL,Acer platanoides,9,-73.593677,45.437314
55173,ACPL,Acer platanoides,63,-73.593677,45.437318
55174,ACPL,Acer platanoides,4,-73.593711,45.437314
55175,ACPL,Acer platanoides,3,-73.593726,45.43731
55176,ACPL,Acer platanoides,7,-73.593759,45.437359
55177,ACPL,Acer platanoides,17,-73.593809,45.437332
55178,ACPL,Acer platanoides,25,-73.593791,45.437345
55179,ACPL,Acer platanoides,20,-73.593802,45.437341
55180,ACPL,Acer platanoides,4,-73.593787,45.437339
55181,ACPL,Acer platanoides,4,-73.593793,45.437337
55182,ACPL,Acer platanoides,21,-73.593832,45.437345
55183,ACPL,Acer platanoides,14,-73.59384,45.437346
55184,ACPL,Acer platanoides,14,-73.593872,45.437351
55185,ACPL,Acer platanoides,41,-73.593864,45.437398
55186,QUPA,Quercus palustris,9,-73.593845,45.437487
55187,ACPL,Acer platanoides,53,-73.593871,45.437596
55189,ACNE,Acer negundo,21,-73.59375,45.438135
55190,ACPL,Acer platanoides,16,-73.593761,45.438139
55191,CEOC,Celtis occidentalis,13,-73.593782,45.438143
55192,ACNE,Acer negundo,6,-73.59374,45.438284
55193,QUPA,Quercus palustris,32,-73.593544,45.439456
55194,QUPA,Quercus palustris,29,-73.593558,45.439413
55195,QUPA,Quercus palustris,31,-73.593466,45.439437
55196,QUPA,Quercus palustris,31,-73.593433,45.439364
55197,QUPA,Quercus palustris,37,-73.593347,45.43939
55198,ULAM,Ulmus americana,49,-73.593274,45.439403
55199,QUPA,Quercus palustris,28,-73.593328,45.43932
55200,ULPU,Ulmus pumila,58.9,-73.592868,45.439323
55201,ULAM,Ulmus americana,33,-73.592826,45.439306
55202,FRPE,Fraxinus pennsylvanica,51.7,-73.592711,45.439294
55203,FRPE,Fraxinus pennsylvanica,18.4,-73.592343,45.439216
55204,CEOC,Celtis occidentalis,14,-73.592298,45.439216
55205,FRPE,Fraxinus pennsylvanica,17.9,-73.592245,45.439198
55300,ACSA,Acer saccharinum,44,-73.569033,45.470848
55301,ACPL,Acer platanoides,16,-73.569052,45.470781
55302,ACPL,Acer platanoides,33,-73.569046,45.470709
55303,PIPU,Picea pungens,15,-73.566419,45.467355
55305,MA,Malus,61.7,-73.566384,45.467246
55306,PNNIAU,Pinus nigra 'Austriaca',32,-73.566454,45.467236
55308,ACSA,Acer saccharinum,54,-73.56632,45.467159
55309,ACSA,Acer saccharinum,61,-73.566291,45.467107
55310,ACSA,Acer saccharinum,48,-73.566277,45.467044
55311,ACSA,Acer saccharinum,43,-73.566267,45.466993
55312,ACSA,Acer saccharinum,66,-73.566357,45.467005
55313,PNNIAU,Pinus nigra 'Austriaca',34,-73.56649,45.467059
55314,ACPL,Acer platanoides,43,-73.566401,45.467999
55315,PIPU,Picea pungens,24,-73.56633,45.468109
55316,ACPL,Acer platanoides,28,-73.566271,45.468153
55317,PNNIAU,Pinus nigra 'Austriaca',30,-73.566243,45.468212
55318,ACPL,Acer platanoides,50,-73.566251,45.46827
55319,PIPU,Picea pungens,35,-73.566322,45.468307
55320,PNNIAU,Pinus nigra 'Austriaca',23,-73.566161,45.468329
55321,ACPL,Acer platanoides,24,-73.566281,45.468367
55322,ACPL,Acer platanoides,49,-73.566368,45.468393
55323,PNNIAU,Pinus nigra 'Austriaca',39,-73.566454,45.468436
55324,ACPL,Acer platanoides,41,-73.566535,45.468463
55325,PIPU,Picea pungens,13,-73.566598,45.468528
55326,ACPL,Acer platanoides,48,-73.566662,45.468508
55327,ACPL,Acer platanoides,25,-73.566759,45.468491
55328,ACPL,Acer platanoides,43,-73.566788,45.468541
55329,PIPU,Picea pungens,15,-73.566743,45.468576
55330,PIPU,Picea pungens,13,-73.566839,45.468623
55331,PIPU,Picea pungens,16,-73.566913,45.468646
55332,ACPLRR,Acer platanoides 'Royal Red',24,-73.566896,45.468518
55333,ACPL,Acer platanoides,46,-73.566865,45.468445
55334,ACPL,Acer platanoides,24,-73.566832,45.468392
55335,ACPL,Acer platanoides,26,-73.566781,45.468327
55337,FRPE,Fraxinus pennsylvanica,77,-73.566649,45.468239
55338,PIPU,Picea pungens,16,-73.566731,45.468354
55339,PIPU,Picea pungens,36,-73.566618,45.468386
55340,ACGI,Acer ginnala,23.1,-73.566535,45.468326
55342,ACSA,Acer saccharinum,92,-73.566442,45.468172
55343,FRPE,Fraxinus pennsylvanica,29,-73.566546,45.468176
55344,ACPLRR,Acer platanoides 'Royal Red',31,-73.566501,45.468065
55345,ACSA,Acer saccharinum,65,-73.566549,45.467981
55346,ACSA,Acer saccharinum,70,-73.566581,45.468025
55347,ACSA,Acer saccharinum,43,-73.566652,45.468123
55348,ACSA,Acer saccharinum,40,-73.566684,45.468177
55394,ACPL,Acer platanoides,23,-73.566262,45.471611
55395,ACPL,Acer platanoides,30,-73.566294,45.471628
55396,TICO,Tilia cordata,25,-73.566322,45.471705
55397,MA,Malus,26,-73.5664,45.471584
55398,MA,Malus,22,-73.566314,45.471547
55399,MA,Malus,25,-73.566124,45.471507
55400,MA,Malus,16,-73.566203,45.471461
55401,MA,Malus,26,-73.56623,45.471337
55402,MA,Malus,25,-73.566303,45.471287
55403,PIPU,Picea pungens,23,-73.566501,45.470905
55404,PIPU,Picea pungens,20,-73.566552,45.470916
55406,ACPL,Acer platanoides,25,-73.566875,45.470773
55407,ACPL,Acer platanoides,23,-73.566801,45.470814
55408,PNNIAU,Pinus nigra 'Austriaca',16,-73.566841,45.470781
55409,PIPU,Picea pungens,18,-73.566807,45.470772
55410,PNRE,Pinus resinosa,26,-73.566826,45.470798
55411,PIPU,Picea pungens,19.9,-73.56675,45.470793
55412,ACPL,Acer platanoides,26,-73.566783,45.470832
55413,PIPU,Picea pungens,20,-73.56672,45.470813
55414,PIPU,Picea pungens,20,-73.566655,45.470828
55415,PIPU,Picea pungens,19,-73.566712,45.470847
55416,PIPU,Picea pungens,22,-73.56669,45.470799
55417,PIPU,Picea pungens,20,-73.566648,45.470829
55418,PNRE,Pinus resinosa,20,-73.566611,45.470792
55419,PIPU,Picea pungens,20,-73.566547,45.470807
55420,PIPU,Picea pungens,16,-73.566598,45.470864
55421,PIPU,Picea pungens,19,-73.566543,45.47085
55422,PIPU,Picea pungens,16,-73.566504,45.47081
55423,PNNIAU,Pinus nigra 'Austriaca',16,-73.566466,45.470786
55424,PNNIAU,Pinus nigra 'Austriaca',16,-73.566533,45.470757
55425,ACPL,Acer platanoides,12,-73.566784,45.47087
55426,ACPL,Acer platanoides,25,-73.566474,45.47105
55427,ACPL,Acer platanoides,24,-73.566458,45.471115
55428,ACPL,Acer platanoides,26,-73.566503,45.471167
55429,PIPU,Picea pungens,21,-73.566564,45.471212
55430,PIPU,Picea pungens,23,-73.566602,45.471249
55431,PIPU,Picea pungens,24,-73.566543,45.471248
55432,ACPL,Acer platanoides,29,-73.566487,45.471286
55433,ACPL,Acer platanoides,20,-73.566393,45.471301
55434,ACPL,Acer platanoides,30,-73.566335,45.471334
55435,CTSP,Catalpa speciosa,12,-73.566232,45.471925
55436,FRPE,Fraxinus pennsylvanica,18,-73.566356,45.471763
55438,ACPL,Acer platanoides,30,-73.566418,45.471694
55440,CTSP,Catalpa speciosa,12,-73.566124,45.471931
55441,GLTR,Gleditsia triacanthos,21,-73.566515,45.467132
55471,PIPU,Picea pungens,26,-73.569293,45.470748
55472,PIGL,Picea glauca,14,-73.569385,45.470737
55473,ACPL,Acer platanoides,31,-73.569397,45.470812
55474,GLTR,Gleditsia triacanthos,13,-73.569359,45.470877
55475,ACPL,Acer platanoides,21,-73.569374,45.47095
55476,SYRE,Syringa reticulata,16,-73.569375,45.471095
55477,ACPL,Acer platanoides,21,-73.569361,45.471221
55478,ACPL,Acer platanoides,24,-73.569277,45.471278
55479,ACPL,Acer platanoides,20,-73.569342,45.471338
55480,ACPL,Acer platanoides,91,-73.569354,45.471429
55481,ACPL,Acer platanoides,59,-73.569259,45.471441
55482,ACPL,Acer platanoides,42,-73.569075,45.471434
55483,ACPL,Acer platanoides,56,-73.569028,45.471374
55484,ACPL,Acer platanoides,61,-73.568967,45.471304
55485,ACPL,Acer platanoides,15,-73.568947,45.471257
55486,GLTR,Gleditsia triacanthos,28,-73.569012,45.471104
55487,ACPL,Acer platanoides,62,-73.568994,45.471065
55488,FRPE,Fraxinus pennsylvanica,24,-73.569053,45.471022
55489,ACPL,Acer platanoides,18,-73.569024,45.470938
55490,MA,Malus,20,-73.568105,45.464891
55491,MA,Malus,27,-73.568225,45.464893
55492,MA,Malus,25,-73.568325,45.464899
55493,GLTREL,Gleditsia triacanthos 'Elegantissima',5,-73.56866,45.464905
55494,GLTREL,Gleditsia triacanthos 'Elegantissima',5,-73.568782,45.464914
55495,ACSA,Acer saccharinum,25,-73.570832,45.472455
55496,ACRU,Acer rubrum,14,-73.570805,45.472468
55497,ACRU,Acer rubrum,27,-73.570747,45.472526
55498,ACRU,Acer rubrum,13,-73.570695,45.47257
55499,ACRU,Acer rubrum,17,-73.570638,45.472602
55500,ACRU,Acer rubrum,25,-73.570573,45.472641
55501,PIPU,Picea pungens,33,-73.570559,45.472681
55502,PIPU,Picea pungens,32,-73.570493,45.472708
55503,PIPU,Picea pungens,28,-73.570514,45.472657
55504,ACRU,Acer rubrum,16,-73.570434,45.472705
55505,ACPL,Acer platanoides,64,-73.570314,45.472678
55507,SYREIS,Syringa reticulata 'Ivory Silk',10,-73.570416,45.472551
55508,SYREIS,Syringa reticulata 'Ivory Silk',12,-73.570455,45.472559
55509,SYREIS,Syringa reticulata 'Ivory Silk',10,-73.57055,45.472544
55510,SYREIS,Syringa reticulata 'Ivory Silk',10,-73.570591,45.472531
55511,SYREIS,Syringa reticulata 'Ivory Silk',10,-73.570596,45.472502
55512,SYREIS,Syringa reticulata 'Ivory Silk',8,-73.570624,45.472491
55513,SYREIS,Syringa reticulata 'Ivory Silk',9,-73.570601,45.472465
55514,SYREIS,Syringa reticulata 'Ivory Silk',9,-73.570414,45.47242
55515,SYREIS,Syringa reticulata 'Ivory Silk',7,-73.570403,45.472454
55516,SYREIS,Syringa reticulata 'Ivory Silk',8,-73.570409,45.472489
55517,SYREIS,Syringa reticulata 'Ivory Silk',7,-73.570378,45.472439
55518,ACSA,Acer saccharinum,72,-73.570325,45.472486
55519,ACPL,Acer platanoides,42,-73.570287,45.472466
55520,ACPLGL,Acer platanoides 'Globosum',19,-73.57021,45.47241
55521,MA,Malus,19,-73.570177,45.472426
55522,SYREIS,Syringa reticulata 'Ivory Silk',13,-73.570116,45.47243
55523,MA,Malus,10,-73.570098,45.472465
55524,MA,Malus,13,-73.570088,45.472488
55525,MA,Malus,23,-73.570097,45.472512
55526,MA,Malus,16,-73.570106,45.472544
55527,MA,Malus,17,-73.570152,45.472596
55528,PRVI,Prunus virginiana,26,-73.570119,45.472638
55529,ACRU,Acer rubrum,10,-73.57017,45.472693
55530,ACRU,Acer rubrum,12,-73.570075,45.472701
55531,ACPL,Acer platanoides,30,-73.57002,45.472687
55532,ACPL,Acer platanoides,46,-73.569922,45.472685
55533,MA,Malus,15,-73.570025,45.472614
55534,MA,Malus,22,-73.570018,45.472569
55535,MA,Malus,27,-73.56999,45.472538
55536,MA,Malus,19,-73.569935,45.472519
55537,ACPL,Acer platanoides,63,-73.56987,45.472574
55539,ACFRMA,Acer x freemanii 'Marmo',5,-73.569849,45.472365
55545,ACPL,Acer platanoides,38,-73.575254,45.46628
55546,ACPL,Acer platanoides,41,-73.575168,45.466319
55547,ACPL,Acer platanoides,48,-73.575085,45.466327
55548,ACPL,Acer platanoides,38,-73.574989,45.466324
55549,TICO,Tilia cordata,48,-73.574659,45.466305
55550,FRPE,Fraxinus pennsylvanica,51,-73.574657,45.466239
55551,PIPU,Picea pungens,37,-73.574765,45.46618
55552,PIPU,Picea pungens,33,-73.574717,45.466161
55553,PIPU,Picea pungens,34,-73.574768,45.466129
55554,PIPU,Picea pungens,40,-73.574702,45.466112
55555,ACPL,Acer platanoides,16,-73.574854,45.46614
55556,GLTR,Gleditsia triacanthos,36,-73.574891,45.465953
55557,GLTR,Gleditsia triacanthos,27,-73.574863,45.465903
55558,GLTR,Gleditsia triacanthos,42,-73.575008,45.465983
55559,GLTR,Gleditsia triacanthos,35,-73.575007,45.46589
55560,GLTR,Gleditsia triacanthos,19,-73.575025,45.465855
55561,ACPL,Acer platanoides,25,-73.574614,45.465835
55562,ACPL,Acer platanoides,24,-73.574585,45.465775
55563,ACPL,Acer platanoides,22,-73.574483,45.465815
55564,GLTRIN,Gleditsia triacanthos var. inermis,17,-73.574466,45.465861
55565,GLTRIN,Gleditsia triacanthos var. inermis,15,-73.574465,45.465944
55566,ACSA,Acer saccharinum,88,-73.574431,45.466074
55567,ACSA,Acer saccharinum,47,-73.574397,45.466304
55568,ACPL,Acer platanoides,44,-73.574985,45.465627
55569,ACPL,Acer platanoides,35,-73.575065,45.465635
55570,ACPL,Acer platanoides,49,-73.57523,45.465639
55571,ACPL,Acer platanoides,31,-73.575318,45.465645
55572,ROPS,Robinia pseudoacacia,62,-73.575309,45.465949
55573,ACPL,Acer platanoides,45,-73.575298,45.466203
55574,CTSP,Catalpa speciosa,10,-73.566199,45.471972
55575,CTSP,Catalpa speciosa,12,-73.566071,45.471918
55576,CTSP,Catalpa speciosa,12,-73.565967,45.471883
55577,CTSP,Catalpa speciosa,12,-73.565919,45.471858
55578,CTSP,Catalpa speciosa,13,-73.56589,45.47179
55579,CTSP,Catalpa speciosa,13,-73.565828,45.471832
55580,ACPL,Acer platanoides,16,-73.565953,45.471757
55581,FRPE,Fraxinus pennsylvanica,18,-73.566159,45.471843
55582,FRPE,Fraxinus pennsylvanica,18,-73.566004,45.471794
55583,ACPL,Acer platanoides,22,-73.566012,45.471709
55584,ACPL,Acer platanoides,20,-73.56605,45.471654
55585,ACPL,Acer platanoides,18,-73.566089,45.4716
55586,SYREIS,Syringa reticulata 'Ivory Silk',9,-73.566192,45.471575
55587,SYREIS,Syringa reticulata 'Ivory Silk',11.2,-73.566251,45.471578
55588,MA,Malus,22,-73.56623,45.4716
55594,TICO,Tilia cordata,47,-73.572673,45.459303
55595,TICO,Tilia cordata,33,-73.572648,45.459371
55596,ACPL,Acer platanoides,39,-73.572357,45.459363
55597,ACPL,Acer platanoides,46,-73.572259,45.459352
55598,ACPL,Acer platanoides,38,-73.572159,45.459359
55599,GLTR,Gleditsia triacanthos,34,-73.572065,45.45935
55600,GLTR,Gleditsia triacanthos,36,-73.571958,45.459351
55601,GLTR,Gleditsia triacanthos,39,-73.571836,45.459351
55602,ACRU,Acer rubrum,18,-73.572186,45.459159
55603,ACRU,Acer rubrum,27,-73.572268,45.459171
55604,ACRU,Acer rubrum,33,-73.572336,45.459161
55606,TICO,Tilia cordata,46,-73.572666,45.459183
55607,MA,Malus,34,-73.57261,45.459161
55608,MA,Malus,38,-73.57254,45.45915
55609,MA,Malus,31,-73.572467,45.459149
55610,MA,Malus,46,-73.572425,45.459116
55611,MA,Malus,38,-73.572127,45.459094
55612,TICO,Tilia cordata,39,-73.571885,45.459089
55613,TICO,Tilia cordata,47,-73.57189,45.458962
55614,TIAM,Tilia americana,29,-73.571904,45.458913
55615,TICO,Tilia cordata,37,-73.57191,45.458786
55616,MA,Malus,16,-73.57195,45.458809
55617,MA,Malus,32,-73.572027,45.458884
55618,MA,Malus,16,-73.572082,45.458934
55619,MA,Malus,26,-73.572125,45.458973
55620,MA,Malus,32,-73.572119,45.459011
55621,GLTR,Gleditsia triacanthos,35,-73.572232,45.458943
55622,MA,Malus,13,-73.572178,45.458903
55624,MA,Malus,16,-73.572086,45.458817
55625,MA,Malus,20,-73.572046,45.458767
55626,ACPL,Acer platanoides,35,-73.571989,45.458717
55627,ACSA,Acer saccharinum,84,-73.57207,45.458717
55628,ACPL,Acer platanoides,34,-73.572166,45.458728
55629,ACPL,Acer platanoides,53,-73.572256,45.458743
55630,ACSA,Acer saccharinum,87,-73.572498,45.45874
55631,ACPL,Acer platanoides,40,-73.572603,45.458742
55632,MA,Malus,24,-73.572566,45.458782
55633,MA,Malus,22,-73.572517,45.45882
55635,MA,Malus,23,-73.572413,45.458903
55636,MA,Malus,34,-73.572441,45.458993
55637,MA,Malus,32,-73.572478,45.458969
55640,MA,Malus,16,-73.572623,45.458986
55641,MA,Malus,13,-73.572662,45.459016
55642,TICO,Tilia cordata,48,-73.572675,45.458961
55643,TICO,Tilia cordata,54,-73.572582,45.458929
55645,TICO,Tilia cordata,46,-73.572695,45.458824
55646,FRPE,Fraxinus pennsylvanica,23,-73.578054,45.448777
55647,TIAM,Tilia americana,36,-73.577748,45.448772
55648,ACSA,Acer saccharinum,77,-73.577619,45.448622
55649,FRPE,Fraxinus pennsylvanica,31,-73.577436,45.448683
55650,ACSA,Acer saccharinum,72,-73.577375,45.448755
55651,TIAM,Tilia americana,12,-73.577316,45.448695
55653,ACSA,Acer saccharinum,44,-73.577094,45.448698
55654,ACSA,Acer saccharinum,87,-73.577196,45.448645
55655,QURU,Quercus rubra,10,-73.577383,45.44858
55656,ACSA,Acer saccharinum,52,-73.577248,45.448581
55657,ACSA,Acer saccharinum,45,-73.577104,45.448546
